Experiment;Citation;Cit;Compiler;Device;Container;Exp_Type;Lab;Comments;Duration_hrs;P_kbar;T_C;fo2_buffer;delta_buffer;melt_fraction;ol;opx;cpx;plag;amph;mag;sp;ilm;bt;ksp;gt;qz;phase_sum;assemblage;SiO2_start;TiO2_start;Cr2O3_start;Al2O3_start;FeO_start;Fe2O3_start;O_start;MgO_start;CaO_start;Na2O_start;K2O_start;H2O_start;xH2O_in;H2O_method;CO2_start;start_density_calculated;start_density_unc;SiO2_liquid;TiO2_liquid;Al2O3_liquid;FeO_liquid;MgO_liquid;CaO_liquid;Na2O_liquid;K2O_liquid;H2O_liquid;liq_density_calculated;liq_density_unc;sol_density
20;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;CSPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;310.00000;2.250;776.000;nno;-1.710;49.800;0.000;0.000;0.000;34.300;13.500;2.200;0.000;0.200;0.000;0.000;0.000;0.000;100.000;plag amph mag ilm;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;6.421;1.000;saturated;0.000;2289.510747;52.05372314;75.690;0.260;14.040;1.270;0.390;1.920;3.530;2.800;8.220;2136.580265;51.45708867;0.000
21;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;CSPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;310.00000;2.250;776.000;nno;-1.710;53.000;0.000;0.000;0.000;31.800;8.000;2.900;0.000;0.200;3.500;0.000;0.000;0.000;99.400;plag amph bt mag ilm Anh;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;6.421;1.000;saturated;0.000;2289.510747;52.05372314;77.080;0.160;14.040;0.950;0.340;1.530;3.410;2.400;8.090;2131.498044;50.41684714;0.000
22;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;328.00000;2.300;834.000;nno;-2.010;67.400;0.000;0.000;0.000;17.700;12.900;2.100;0.000;0.000;0.000;0.000;0.000;0.000;100.100;plag amph mag;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;6.658;1.000;saturated;0.000;2267.223857;53.6374118;73.590;0.330;15.610;1.600;0.410;2.150;3.840;2.410;7.800;2148.021243;51.50441629;0.000
23;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;328.00000;2.300;834.000;nno;-1.930;64.200;0.000;0.000;0.000;20.300;12.900;2.600;0.000;0.000;0.000;0.000;0.000;0.000;100.000;plag amph mag;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;5.988;0.910;saturated;0.000;2290.256836;51.0962368;74.460;0.350;15.280;1.010;0.270;1.930;4.100;2.520;7.760;2139.483986;50.73131797;0.000
24;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;328.00000;2.300;834.000;nno;-1.820;56.300;0.000;0.800;0.000;29.000;11.500;2.700;0.000;0.000;0.000;0.000;0.000;0.000;100.300;opx plag amph mag;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;5.283;0.800;saturated;0.000;2315.338943;48.3289862;75.090;0.320;14.070;1.680;0.310;1.780;3.800;2.860;6.560;2176.396115;46.17567678;0.000
25;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;328.00000;2.300;834.000;nno;-1.710;41.700;0.000;3.900;0.000;45.800;6.000;2.200;0.000;0.400;0.000;0.000;0.000;0.000;100.000;opx plag amph mag ilm;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;4.755;0.710;saturated;0.000;2334.695792;46.19339008;75.940;0.220;12.850;1.260;0.540;2.030;3.820;3.170;6.990;2157.399152;47.86638858;0.000
33;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;162.00000;2.090;866.000;nno;-1.000;68.500;0.000;0.000;0.000;16.100;13.900;1.500;0.000;0.000;0.000;0.000;0.000;0.000;100.000;plag amph mag;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;6.323;1.000;saturated;0.000;2266.541202;52.78329814;73.250;0.260;15.720;1.810;0.270;2.260;3.880;2.490;7.780;2139.317116;51.88765011;0.000
34;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;162.00000;2.090;866.000;nno;-0.910;62.300;0.000;0.500;0.000;22.700;13.800;1.300;0.000;0.000;0.000;0.000;0.000;0.000;100.600;opx plag amph mag;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;5.651;0.900;saturated;0.000;2290.35901;50.16875666;74.150;0.380;14.670;1.950;0.280;2.030;3.780;2.660;6.990;2159.5833;48.61946827;0.000
35;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;162.00000;2.090;866.000;nno;-0.810;56.000;0.000;3.200;0.000;29.600;10.000;1.400;0.000;0.000;0.000;0.000;0.000;0.000;100.200;opx plag amph mag;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;5.054;0.800;saturated;0.000;2312.234135;47.76746855;74.170;0.310;14.300;1.860;0.260;1.920;4.030;3.070;5.820;2193.628767;43.93202722;0.000
36;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;162.00000;2.090;866.000;nno;-0.690;52.600;0.000;10.400;0.000;35.900;0.000;0.600;0.000;0.600;0.000;0.000;0.000;0.000;100.100;opx plag mag ilm;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;4.501;0.700;saturated;0.000;2333.096009;45.47740756;74.290;0.320;13.980;1.980;0.290;2.080;3.840;3.150;6.850;2162.372355;48.01115274;0.000
42;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;191.00000;2.250;899.000;nno;-1.200;87.900;0.000;0.000;0.000;3.300;8.800;0.500;0.000;0.000;0.000;0.000;0.000;0.000;100.500;plag amph mag;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;6.641;1.000;saturated;0.000;2249.923925;54.36742494;68.050;0.370;16.690;3.340;1.080;3.960;4.610;1.820;6.960;2202.677529;52.79248355;0.000
42b;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;191.00000;2.250;899.000;nno;-1.200;88.500;0.000;0.000;0.000;2.900;6.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;97.400;plag amph Po Anh;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;6.641;1.000;saturated;0.000;2249.923925;54.36742494;68.840;0.330;16.850;2.260;1.180;4.030;4.580;1.820;6.240;2215.962576;49.88437732;0.000
43;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;191.00000;2.250;899.000;nno;-1.110;77.700;0.000;0.000;0.000;11.600;10.100;0.600;0.000;0.000;0.000;0.000;0.000;0.000;100.000;plag amph mag;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;5.931;0.900;saturated;0.000;2275.086335;51.62192827;69.650;0.380;15.920;3.150;0.900;3.340;4.590;1.990;6.040;2221.850959;48.16772567;0.000
44;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;191.00000;2.250;899.000;nno;-1.010;71.000;0.000;1.400;0.000;18.000;8.800;1.300;0.000;0.000;0.000;0.000;0.000;0.000;100.500;opx plag amph mag;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;5.300;0.800;saturated;0.000;2298.208396;49.09905623;70.770;0.470;15.250;2.910;0.760;2.950;4.520;2.330;5.660;2225.604523;45.86452887;0.000
45;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;191.00000;2.250;899.000;nno;-0.890;54.000;0.000;10.200;0.000;33.800;0.000;0.000;0.000;0.700;0.000;0.000;0.000;1.200;99.900;opx plag ilm qz;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;4.716;0.700;saturated;0.000;2320.308945;46.6876424;72.900;0.370;14.380;2.470;0.570;2.280;4.330;2.630;3.780;2275.314933;36.69867016;0.000
46;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;191.00000;2.250;899.000;nno;-0.800;52.000;0.000;11.700;0.000;36.200;0.000;0.000;0.000;0.600;0.000;0.000;0.000;0.000;100.500;opx plag ilm;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;4.325;0.630;saturated;0.000;2335.486161;45.03164055;73.520;0.380;14.040;2.320;0.530;2.330;4.190;2.660;3.090;2297.603177;33.42971253;0.000
51;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;330.00000;2.240;781.000;nno;-2.270;55.300;0.000;0.000;0.000;29.000;13.000;2.200;0.000;0.400;0.000;0.000;0.000;0.000;99.900;plag amph mag ilm;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;6.424;1.000;saturated;0.000;2287.92087;52.125607;75.600;0.230;14.640;1.180;0.310;1.840;3.490;2.690;7.660;2150.490652;49.48619114;0.000
52;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;330.00000;2.240;781.000;nno;-2.270;58.500;0.000;0.000;0.000;27.200;10.100;2.500;0.000;0.300;0.500;0.000;0.000;0.000;99.100;plag amph mag ilm bt Anh;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;6.424;1.000;saturated;0.000;2287.92087;52.125607;75.430;0.270;14.790;1.130;0.530;1.600;3.630;2.570;7.690;2150.050821;49.73394559;0.000
53;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;330.00000;2.240;781.000;nno;-2.170;46.200;0.000;0.000;0.000;36.800;13.100;1.700;0.000;1.000;0.000;0.000;0.000;0.000;98.800;opx plag amph mag ilm Anh;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;5.639;0.890;saturated;0.000;2314.612461;49.15096266;77.550;0.160;13.770;1.190;0.390;1.080;2.860;2.910;7.190;2153.140805;47.00888768;0.000
58;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;330.00000;2.240;781.000;nno;-2.270;52.500;0.000;0.000;0.000;32.700;10.600;2.300;0.000;0.500;0.000;0.000;0.000;0.000;98.600;opx plag amph mag ilm Anh;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;6.424;1.000;saturated;0.000;2287.92087;52.125607;76.560;0.210;13.520;1.200;0.340;1.630;3.760;2.750;6.520;2177.983524;44.97559333;0.000
65;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;354.00000;3.890;780.000;nno;-2.630;62.000;0.000;0.000;0.000;21.000;14.600;1.200;0.000;1.100;0.000;0.000;0.000;0.000;99.900;plag amph mag ilm;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;9.076;1.000;saturated;0.000;2237.2615;61.03480313;74.940;0.090;15.440;0.880;0.250;2.330;3.530;2.470;8.500;2161.277338;52.39326231;0.000
66;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;354.00000;3.890;780.000;nno;-2.540;51.100;0.000;0.000;0.000;31.900;14.500;1.400;0.000;1.100;0.000;0.000;0.000;0.000;100.000;plag amph mag ilm;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;7.806;0.900;saturated;0.000;2275.583257;56.77914837;76.180;0.160;14.460;0.960;0.310;1.740;3.280;2.880;8.080;2166.220306;50.33310845;0.000
67;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;354.00000;3.890;780.000;nno;-2.440;46.900;0.000;0.000;0.000;36.700;14.300;1.200;0.000;0.900;0.000;0.000;0.000;0.000;100.000;plag amph mag ilm;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;6.884;0.800;saturated;0.000;2304.848994;53.52917012;77.310;0.150;13.200;0.990;0.250;1.570;3.350;3.100;7.270;2182.397462;47.00504356;0.000
69;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;IHPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;354.00000;3.890;780.000;nno;-2.630;73.700;0.000;0.000;0.000;11.300;1.600;2.800;0.000;0.700;7.500;0.000;0.000;0.000;97.600;plag amph mag ilm bt Anh;65.500;0.450;0.000;16.350;4.500;0.000;0.000;2.110;4.820;4.450;1.670;9.076;1.000;saturated;0.000;2237.2615;61.03480313;74.610;0.130;16.380;0.980;0.590;1.970;3.750;1.520;8.150;2174.463933;51.58995793;0.000
72;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;CSPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;502.00000;2.170;747.000;nno;-1.300;95.400;0.000;0.000;0.000;4.100;0.000;0.500;0.000;0.000;0.000;0.000;0.000;0.000;100.000;plag mag;78.290;0.150;0.000;12.850;1.060;0.000;0.000;0.200;1.310;3.290;2.850;5.441;0.890;saturated;0.000;2207.413938;39.82969888;78.100;0.070;13.050;0.780;0.220;0.860;3.100;3.780;6.380;2172.948412;43.02945589;0.000
74;Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. DOI: 10.1093/petroj/40.3.381;Scaillet1999;LC;CSPV;Au;EQ;Orleans Cedex, Uni Washington Seattle;Used dry powder + fluid of H2O & CO2 without high-T annealing to avoid experimental durations of several years;502.00000;2.170;778.000;nno;-1.400;99.600;0.000;0.000;0.000;0.000;0.000;0.400;0.000;0.000;0.000;0.000;0.000;0.000;100.000;mag;78.290;0.150;0.000;12.850;1.060;0.000;0.000;0.200;1.310;3.290;2.850;6.309;1.000;saturated;0.000;2175.653063;43.4487408;78.560;0.110;12.440;0.930;0.200;1.250;3.420;3.030;7.010;2150.229507;45.83569849;0.000
13 hydrous;Pichavant, M., Mysen, B.O., MacDonald, R. (2002) Source and H2O content of high-MgO magmas in island arc settings: an experimental study of a primitive calc-alkaline basalt from St. Vincent, Lesser Antilles arc. Geochimica et Cosmochimica Acta 66 2193-2209. DOI: 10.1016/S0016-7037(01)00891-2;Pichavant2002;LC;PC;AuPd;EQ;Orleans, Carnegie Institution Wahsington, Lancaster;Island arc setting;16.25000;9.500;1180.000;nno;2.500;98.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;ol;45.890;1.060;0.000;15.000;8.710;0.000;0.000;11.750;10.710;2.190;0.500;2.840;0.000;tabulated;0.000;2687.175568;67.93864107;47.890;1.180;16.390;8.520;11.610;11.380;2.360;0.520;3.710;2624.468158;70.77188443;0.000
16 hydrous;Pichavant, M., Mysen, B.O., MacDonald, R. (2002) Source and H2O content of high-MgO magmas in island arc settings: an experimental study of a primitive calc-alkaline basalt from St. Vincent, Lesser Antilles arc. Geochimica et Cosmochimica Acta 66 2193-2209. DOI: 10.1016/S0016-7037(01)00891-2;Pichavant2002;LC;PC;AuPd;EQ;Orleans, Carnegie Institution Wahsington, Lancaster;Island arc setting;17.50000;10.000;1160.000;nno;2.400;96.000;3.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;100.000;ol sp;45.890;1.060;0.000;15.000;8.710;0.000;0.000;11.750;10.710;2.190;0.500;2.840;0.000;tabulated;0.000;2702.209259;67.78618524;47.950;1.160;16.530;8.470;10.920;11.790;2.400;0.510;4.800;2579.231156;74.17352311;0.000
